No.	Word	Valence_Mean	Valence_SD	Arousal_Mean	Arousal_SD	Frequency
570	欣欣	6.4	0.8	6.4	1.356	5
605	信心	7.4	0.8	5.4	0.49	419
606	信奉	6.6	0.8	5.2	1.327	30
612	勇氣	7.6	0.8	6.8	0.98	223
613	勇敢	7.4	0.8	6.6	0.49	111
620	哀淒	2.6	0.8	5.6	2.154	0
626	品行	5.4	0.8	4.6	1.356	5
647	思	4.4	0.8	4.8	0.98	75
651	恨	2.4	0.8	7.2	0.98	108
652	恬	5.4	0.8	3.6	2.154	0
655	拯救	6.4	0.8	6.6	1.02	47
656	拷打	2.6	0.8	7.6	0.49	0
672	活躍	6.4	0.8	7.6	0.8	66
683	珍藏	6.6	0.8	5.4	2.245	27
702	英俊	6.6	0.8	4.4	2.059	33
704	英雄	7.6	0.8	7	1.414	242
717	首創	5.4	0.8	5.6	2.059	37
721	值得	6.4	0.8	5.6	1.356	957
737	差	3.4	0.8	4.6	1.356	519
738	差勁	3.4	0.8	6.8	0.748	13
744	恐嚇	2.4	0.8	7.4	0.8	125
745	恐懼	2.6	0.8	6.8	0.748	149
758	捐贈	6.4	0.8	5.2	1.72	69
804	缺憾	2.6	0.8	6.2	2.227	29
812	茫然	3.4	0.8	3.4	1.744	46
813	草率	3.4	0.8	4.8	1.327	32
816	虔誠	6.6	0.8	5.4	1.855	54
835	高貴	6.6	0.8	4	1.414	48
845	偏執	3.6	0.8	5.6	1.855	10
847	偷	2.4	0.8	5	1.673	110
848	偷取	2.4	0.8	6.4	1.02	4
849	偷竊	2.4	0.8	7	1.414	38
850	偽造	2.6	0.8	6	0.894	51
861	崇拜	6.4	0.8	6.8	0.748	206
866	強姦	1.4	0.8	8.4	0.8	15
871	強暴犯	1.4	0.8	8.6	0.8	0
873	得意洋洋	4.6	0.8	6.6	1.02	7
880	情緒	4.6	0.8	5.4	0.8	526
888	推崇	6.4	0.8	5.8	0.98	61
890	敏感	4.6	0.8	5	1.095	201
896	殺死	1.4	0.8	8.2	0.748	99
899	淚珠	3.6	0.8	4.6	1.356	0
916	猛烈	4.6	0.8	8.4	0.49	33
920	甜言	6.4	0.8	5	1.673	0
921	甜美	6.6	0.8	3.6	1.497	42
923	甜甜	6.4	0.8	4.4	1.96	16
929	眼花撩亂	4.4	0.8	5.6	2.417	34
930	眼花繚亂	4.4	0.8	5.6	2.417	0
931	眼淚	3.4	0.8	5.8	0.98	0
942	粗魯	3.4	0.8	6	2.098	17
952	處罰	3.4	0.8	6	0.894	69
1020	尊榮	7.6	0.8	5.2	1.939	5
1029	悲喜	4.4	0.8	5.4	1.356	0
1030	悲痛	2.6	0.8	6.8	0.98	29
1044	惡劣	2.6	0.8	6.8	1.166	81
1076	無味	4.4	0.8	3.2	1.6	17
1077	無奈	3.6	0.8	4.2	0.748	213
1078	無知	3.6	0.8	4.4	1.356	77
1079	無畏	6.6	0.8	6.4	1.02	8
1080	無害	5.6	0.8	4.2	1.47	17
1121	詐騙	2.6	0.8	7	1.095	15
1138	傷	3.4	0.8	5.2	1.327	104
1155	嗚咽	2.6	0.8	5.6	1.855	8
1170	感情	5.4	0.8	5.2	0.748	648
1185	敬意	6.6	0.8	4.8	1.47	40
1189	極端	4.4	0.8	7	1.095	72
1201	溫情	6.6	0.8	4.8	1.166	19
1203	溫馨	7.4	0.8	4	1.095	145
1219	禁止	3.4	0.8	5.2	1.327	225
1226	罪行	2.4	0.8	6	0.632	31
1234	萬歲	7.6	0.8	7.6	0.8	38
1236	落空	3.4	0.8	5.8	1.6	20
1246	賊	2.6	0.8	6	1.265	56
1255	違紀	2.6	0.8	5.6	1.02	0
1258	違規	3.4	0.8	5.2	1.327	165
1280	榮譽	7.6	0.8	5.8	1.47	110
1281	滿足	7.4	0.8	4.6	1.356	581
1308	腐爛	2.6	0.8	4.8	2.227	19
1313	說謊	2.6	0.8	5.4	0.49	99
1319	輕蔑	2.6	0.8	6.8	1.47	13
1321	遠離	4.4	0.8	3.8	1.6	85
1334	僵持	3.4	0.8	5.6	1.855	16
1336	劇烈	4.6	0.8	8.2	0.748	68
1338	噁	2.4	0.8	6	0.894	0
1340	墮落	2.4	0.8	6.2	2.4	44
1364	摯誠	7.6	0.8	6	2	0
1384	樂趣	6.4	0.8	5	1.549	186
1390	熱烈	6.4	0.8	7.6	0.49	252
1391	熱衷	6.4	0.8	6.4	1.2	37
1401	獎品	7.4	0.8	5.6	1.02	42
1413	蔑視	2.6	0.8	6.6	1.2	14
1425	遭受	3.6	0.8	5.8	0.748	92
1463	膩	3.6	0.8	4	1.265	19
1469	褫奪	2.6	0.8	7.4	0.49	4
1470	親	6.6	0.8	5.8	1.6	39
1480	輸掉	3.4	0.8	5.2	1.72	17
1504	壓制	3.6	0.8	6	0.894	69
1524	膽量	5.4	0.8	4.6	1.96	22
1529	艱深	3.4	0.8	6.4	1.02	8
1543	謹慎	6.4	0.8	4.2	1.72	90
1544	蹧蹋	2.6	0.8	7.2	1.166	0
1559	懶惰	3.4	0.8	4	1.673	26
1560	懶散	3.6	0.8	3	1.789	12
1567	難吃	3.4	0.8	5.8	1.72	10
1583	觸目驚心	2.6	0.8	8	0.632	8
1587	贏錢	6.6	0.8	6.2	2.135	8
1590	懼怕	2.6	0.8	7.2	0.748	29
1592	犧牲	3.6	0.8	6.6	0.49	257
1605	歡喜	7.4	0.8	6.8	0.4	107
1639	體會	6.4	0.8	4.4	1.356	240
1646	讚	7.6	0.8	5.6	0.8	5
1655	舉行	5.6	0.8	3.8	1.72	1178
1683	注意	5.6	0.8	4.6	1.02	1157
1686	資源	5.4	0.8	2.8	1.83	1327
1693	重視	5.6	0.8	5.6	0.49	873
1700	擁有	5.6	0.8	4.2	1.47	1002
1702	經驗	5.6	0.8	3.2	0.98	1762
1704	藝術	5.6	0.8	2.8	1.33	1760
1705	獨立	5.6	0.8	3.4	1.02	644
1717	很多	5.6	0.8	4.2	0.98	2640
1722	學習	5.6	0.8	3.8	1.33	1693
1723	福利	6.6	0.8	4	1.67	286
1749	進步	6.6	0.8	4.8	0.75	541
1756	澄清	4.4	0.8	4	1.79	66
1782	審慎	5.6	0.8	3.8	1.6	63
1789	黃金	5.6	0.8	3.2	1.94	192
1822	生效	5.6	0.8	3.8	1.72	28
1831	奮鬥	6.6	0.8	5.8	1.72	138
1834	開拓	5.6	0.8	4.6	1.96	139
1836	營養	5.4	0.8	3	1.26	160
1849	突出	5.6	0.8	5	1.1	84
1858	允諾	5.4	0.8	3.8	2.04	27
1866	警覺	4.6	0.8	4.4	1.5	48
1883	財富	5.6	0.8	3.4	1.85	171
1895	獨特	6.4	0.8	4.2	1.47	213
1909	光明	6.6	0.8	3.8	0.98	74
1910	好事	6.6	0.8	3.8	1.47	53
1923	專屬	5.6	0.8	3.6	1.74	63
1933	優於	5.4	0.8	4.4	1.36	34
1984	持久	5.6	0.8	4	1.79	34
2013	決定性	5.4	0.8	4.6	1.85	35
2057	逼真	5.6	0.8	4.4	1.02	16
2068	智力	5.4	0.8	3	1.41	18
2081	貴族	5.4	0.8	2.8	1.33	170
2089	興盛	6.4	0.8	5	1.26	40
2091	名聲	5.6	0.8	3.2	1.17	33
2096	光彩	6.6	0.8	4.2	0.98	30
2100	遵從	5.4	0.8	4.2	1.47	12
2110	精通	6.4	0.8	4.2	0.75	33
2114	想像力	5.4	0.8	4	1.67	77
2120	不忍	4.4	0.8	4.2	1.6	48
2124	滿懷	5.6	0.8	3.8	1.94	38
2126	尊崇	6.6	0.8	4.2	0.75	13
2136	寫實	5.4	0.8	3.4	1.62	73
2143	緊要	4.6	0.8	4	1.9	17
2157	懇求	4.6	0.8	5.4	1.02	12
2186	睿智	6.4	0.8	3.8	1.17	10
2194	富足	6.6	0.8	3.8	1.33	23
2196	創造性	6.4	0.8	4	1.67	31
2208	閃爍	5.6	0.8	3.4	1.5	46
2213	消遣	4.4	0.8	3.8	1.17	33
2223	問題	4.4	0.8	3.4	1.5	6683
2224	沒有	4.4	0.8	3.4	1.5	6510
2240	尚未	4.4	0.8	3	1.26	540
2245	犯罪	2.4	0.8	5.4	1.02	197
2254	有意	4.6	0.8	4.4	1.36	281
2260	警告	3.6	0.8	5	1.1	96
2269	激烈	4.4	0.8	6.8	0.98	306
2272	機車	4.6	0.8	3.4	1.36	275
2276	一再	4.4	0.8	4	1.67	337
2287	突然	4.6	0.8	5.2	1.17	627
2293	辯論	4.4	0.8	5.8	0.75	102
2309	監獄	3.4	0.8	4.2	0.98	62
2310	陷入	3.6	0.8	4	0.89	169
2320	道歉	3.6	0.8	4.4	1.36	77
2323	不景氣	3.4	0.8	3.8	1.17	159
2326	癌症	2.6	0.8	4.6	1.5	292
2332	秘密	4.6	0.8	3.4	1.02	121
2337	撤銷	3.6	0.8	5	1.1	48
2340	不管	4.4	0.8	3.8	1.47	656
2344	搜索	4.4	0.8	4.8	0.75	36
2346	廢除	4.4	0.8	5.6	0.8	73
2348	追蹤	4.4	0.8	3.2	1.33	154
2353	失事	2.6	0.8	5.4	1.62	14
2372	可疑	3.4	0.8	5	1.26	31
2385	承受	4.6	0.8	3.8	1.47	109
2406	蔓延	4.4	0.8	4.8	0.75	57
2428	襲擊	2.6	0.8	6.6	0.8	32
2430	打出	4.4	0.8	6	0.63	60
2449	激進	3.6	0.8	6.8	0.98	37
2450	燃燒	4.4	0.8	4	1.41	90
2479	發燒	3.4	0.8	5.2	0.75	78
2496	辭呈	3.4	0.8	4.2	1.47	13
2509	減低	4.4	0.8	3.2	0.98	91
2513	動盪	3.6	0.8	4.8	1.17	29
2541	加深	4.6	0.8	5	1.1	86
2544	受阻	3.4	0.8	5.8	0.75	20
2553	掩埋	4.4	0.8	4.2	1.72	28
2559	戰場	3.4	0.8	5.6	1.62	106
2566	相差	4.4	0.8	3	1.1	80
2572	過世	2.4	0.8	5.2	1.47	84
2608	被害	2.4	0.8	6.4	1.2	9
2622	求助	3.6	0.8	5.8	0.75	47
2623	受難者	2.6	0.8	5.2	0.4	0
2630	警惕	4.4	0.8	4.8	1.6	26
2631	好戰	4.6	0.8	6	2	7
2634	瘋狂	4.4	0.8	7	1.67	115
2641	抵抗	3.4	0.8	6.2	1.17	70
2649	衝撞	3.6	0.8	5.8	0.75	15
2656	停業	3.4	0.8	4.6	1.96	13
2685	酒醉	3.4	0.8	5.4	1.36	12
2688	寒冷	4.6	0.8	3	1.41	62
2689	不下	4.4	0.8	2.6	1.2	15
2698	斷裂	3.6	0.8	5.2	1.33	14
2701	過份	3.4	0.8	6	1.1	36
2717	打入	4.4	0.8	3.8	1.17	50
2719	嘔吐	3.4	0.8	6	1.1	46
2733	歸咎於	3.6	0.8	3.8	1.47	15
2747	寧可	4.4	0.8	3	1.1	99
2771	煞車	4.6	0.8	3.4	1.36	27
2778	餘地	4.4	0.8	4.2	1.47	55
2819	塌陷	3.4	0.8	5.2	1.833	0
2845	燒傷	3.6	0.8	5.1	2.538	0
2848	敗北	3.4	0.8	5.6	1.356	14
2878	競爭者	5.4	0.8	3.2	1.166	0
2881	廢物	2.9	0.8	6	1.14	42
2885	落淚	4.4	0.8	5	1.095	9
2909	難看	3.4	0.8	3.6	1.463	45
2929	劣質	3.4	0.8	4	1.414	0
2933	寄生蟲	3.4	0.8	3.9	1.685	19
2936	避重就輕	3.9	0.8	4.3	1.47	0
2938	荒廢	3.6	0.8	3.6	0.49	21
2941	挑撥	3.6	0.8	5.1	0.49	8
2965	接濟	4.9	0.8	3.1	1.02	0
2969	穩重	6.1	0.8	2.5	0.447	17
2979	取悅	5.6	0.8	4.2	1.72	24
2984	追根究底	5.6	0.8	5	1.703	13
2990	盡如人意	6.6	0.8	4.9	1.2	0
2997	清高	5.9	0.8	2.8	0.98	11
3016	樂不可支	7.4	0.8	7.2	1.327	0
3027	大無畏	6.1	0.8	5	0.949	0
3029	聖徒	5.6	0.8	2.2	0.748	0
3055	圍困	3.4	0.8	5.8	0.748	0
3123	一意孤行	3.4	0.8	5.9	0.8	0
3140	凝重	3.4	0.8	5.3	2.135	16
3174	第一流	8.4	0.8	7.2	1.166	13
3197	施捨	4.9	0.8	4.9	0.8	15
3199	悅耳	6.6	0.8	4.9	0.917	27
3202	光滑	5.6	0.8	3.7	0.872	21
3254	聖潔	7.1	0.8	5.6	1.241	9
3259	決斷力	6.6	0.8	5.1	1.744	0
3266	癡癡	6.1	0.8	5.5	1.414	0
3273	妙計	6.6	0.8	5.2	1.166	9
3281	留神	5.9	0.8	5.2	1.288	12
3299	追趕	5.1	0.8	4.3	1.72	56
3302	破碎	2.9	0.8	6.5	2.324	35
3410	一帆風順	7.4	0.8	5.4	0.86	14
3437	自信滿滿	7.9	0.8	6.9	0.663	0
3538	戰無不勝	7.9	0.8	7.5	0.447	0
4416	自卑感	2.6	0.8	3.8	1.47	14
4427	詐欺	2.6	0.8	7	1.095	22
4428	欺詐	2.6	0.8	7	1.095	0
4434	無趣味	3.4	0.8	5.2	0.98	0
4435	沒趣味	3.4	0.8	5.2	0.98	0
4436	沒趣	3.4	0.8	5.2	0.98	0
4464	安靜下來	5.6	0.8	2.4	1.497	7
3678	萬幸	7	0.791	5.8	1.304	5
3759	超強	8	0.791	8	1	22
3784	撲朔迷離	4	0.791	3	1.541	11
4039	易如反掌	8	0.791	2.8	1.44	6
4221	失真	3.5	0.791	3.2	1.151	13
4263	貪小便宜	3	0.791	3.6	1.517	0
4318	四平八穩	6	0.791	2.8	1.681	4
4504	凌遲	2.5	0.791	7	1.414	6
4519	呆板	4	0.791	3.1	1.342	21
4830	冷血	3.5	0.791	3.7	2.28	0
5093	過河拆橋	2.5	0.791	4.7	1.718	0
5273	善罷干休	4	0.791	6.7	0.447	0
2877	誇張	4.5	0.775	6.2	0.678	92
2971	愛國心	6.5	0.775	4.7	1.6	0
3013	甘美	6.5	0.775	3.9	1.281	9
3135	置之不理	3.5	0.775	5.8	0.748	8
3201	酬謝	6.5	0.775	5.9	0.2	0
3518	出神	6.5	0.775	4.8	1.03	12
3610	肆無忌憚	3.2	0.758	6.2	1.483	10
3674	綁手綁腳	3.8	0.758	4.6	1.517	0
3796	頗負盛名	7.3	0.758	6.9	1.245	0
3812	斷斷續續	3.7	0.758	3.8	1.44	13
3813	翻車	2.2	0.758	7.5	1.414	0
3845	豐盈	6.8	0.758	3.8	1.304	16
3846	顧家	7.8	0.758	3.6	1.517	12
3913	自恃	3.8	0.758	5.4	1.14	0
3935	痛感	2.8	0.758	6.4	0.418	0
3954	釋懷	6.8	0.758	3.3	1.304	14
4034	多此一舉	3.2	0.758	3.1	1.14	5
4059	大費周章	3.8	0.758	5	0.707	7
4114	捉摸不定	3.2	0.758	3.9	0.894	9
4138	於事無補	1.7	0.758	3.4	1.14	8
4220	好握	6.8	0.758	4.5	1.173	0
4223	中看	6.8	0.758	4.2	1.643	0
4240	好用	6.8	0.758	5.5	1.414	48
4249	笨重	2.7	0.758	4.1	1.71	15
4308	火大	2.2	0.758	8.7	0.671	4
4338	合用	5.7	0.758	4	0.707	14
4346	屹立不搖	7.7	0.758	3.5	1.871	10
4358	老舊	3.8	0.758	3.2	1.304	69
4365	告一段落	5.8	0.758	3.9	0.894	31
4367	坑坑洞洞	3.7	0.758	5.5	1.581	0
4393	和樂	6.8	0.758	4.9	1.025	27
4533	陷住	3.8	0.758	5.6	1.475	0
4549	犯賤	2.2	0.758	5.4	1.14	0
4552	醉漢	3.2	0.758	6	1.225	8
4562	蠻幹	3.8	0.758	6.1	1.342	8
4602	過不去	3.8	0.758	4.2	1.525	8
4736	避諱	4.2	0.758	3.2	1.304	15
4766	搪塞	3.3	0.758	4	2.236	5
4771	騙人	3.7	0.758	4.4	1.673	11
4791	搞屁	4.2	0.758	5.4	1.782	0
4824	失和	3.8	0.758	4.6	2.535	11
4827	善待	6.2	0.758	2.9	1.432	10
4841	乞討	3.2	0.758	4.3	1.718	13
4854	陣痛	4.2	0.758	5.9	1.517	4
4869	不近人情	3.8	0.758	4.5	2.669	4
4875	化膿	3.8	0.758	3.7	1.565	0
4888	疙瘩	4.3	0.758	3.3	2.139	13
4901	甜滋滋	6.2	0.758	4.9	2.302	0
4906	貪財	3.8	0.758	3.9	1.817	4
4931	厚顏無恥	2.2	0.758	5.6	2.51	0
5130	弄亂	4.2	0.758	3	1.414	0
5143	死纏爛打	2.8	0.758	5.9	2.074	0
5187	拳打腳踢	3.2	0.758	6.9	1.245	6
5208	見死不救	2.2	0.758	5.8	1.643	0
5257	狡滑	2.8	0.758	5	1.369	0
5258	狡猾	2.8	0.758	5	1.369	8
5262	拒付	4.2	0.758	2.7	1.987	0
5309	沒完沒了	3.7	0.758	4	1.225	12
5331	謀反	2.2	0.758	5	1.458	0
5357	好自為之	3.8	0.758	3.2	0.837	4
5442	不黏膩	6.2	0.758	3.8	1.351	0
5470	素雅	6.2	0.758	3.1	1.245	0
5488	圓潤	5.7	0.758	4.1	1.342	8
5507	黏悶	2.8	0.758	5.6	0.962	0
1656	發展	6.2	0.75	4.2	0.75	2796
1663	獲得	6.2	0.75	4.2	1.17	1194
1671	開放	6.2	0.75	4.6	1.02	892
1672	成長	6.8	0.75	4.8	1.17	1711
1675	開發	5.8	0.75	4.6	0.49	1609
1679	機會	6.2	0.75	4.4	1.02	1850
1680	生產	5.8	0.75	4	0.89	932
1682	努力	6.8	0.75	5.8	1.47	1256
1691	達到	5.8	0.75	5	1.41	979
1699	全力	5.8	0.75	5.4	1.36	170
1706	訓練	5.2	0.75	4.2	1.47	1257
1708	衛生	5.8	0.75	3.2	1.17	332
1721	高級	6.2	0.75	4.4	1.36	343
1736	主動	5.8	0.75	5	1.41	451
1743	合法	5.8	0.75	3.4	1.36	180
1744	實現	5.8	0.75	4	1.26	363
1746	防止	4.8	0.75	5	0.63	211
1747	創造	6.2	0.75	4.4	1.02	660
1762	完整	5.8	0.75	3.4	1.02	537
1770	創新	6.2	0.75	4.6	1.36	165
1792	毫無	4.2	0.75	3.2	1.17	283
1799	平等	5.8	0.75	3.4	1.62	295
1805	成熟	5.8	0.75	3.2	1.17	347
1807	強大	6.2	0.75	5.4	1.02	172
1808	減輕	5.2	0.75	3.8	1.6	145
1815	福祉	6.2	0.75	3.4	1.02	58
1817	助益	6.2	0.75	4.4	1.36	123
1823	期許	5.8	0.75	4.6	1.02	55
1840	首位	5.8	0.75	3.4	1.62	29
1846	愛國	6.8	0.75	5.8	0.75	90
1848	嚴密	4.8	0.75	4.8	1.6	61
1850	理解	5.8	0.75	4.2	1.33	288
1859	感動	6.2	0.75	4.8	1.94	282
1889	諒解	4.8	0.75	4	1.9	51
1893	夢想	6.2	0.75	4.6	1.74	138
1894	優質	7.2	0.75	4.4	1.2	8
1924	敬佩	6.2	0.75	4.6	1.85	39
1931	嚴謹	5.2	0.75	4.2	1.47	67
1941	不遺餘力	6.2	0.75	5.6	1.5	36
1943	才藝	5.8	0.75	3.4	1.02	43
1947	加薪	6.2	0.75	4.6	1.62	12
1953	鼓掌	6.2	0.75	5.4	1.02	87
1956	矯正	4.8	0.75	4	1.41	51
1976	可取	5.8	0.75	3.6	1.5	12
1979	非凡	6.2	0.75	4	1.26	56
1980	奇異	5.2	0.75	4.4	1.85	63
1983	遠見	6.2	0.75	3.8	1.17	36
1990	難忘	5.2	0.75	4.2	1.17	78
1994	洋溢	6.2	0.75	4.6	1.36	44
2001	如意	6.8	0.75	4.2	1.17	63
2002	吉祥	6.8	0.75	4.2	1.17	26
2004	晴朗	6.2	0.75	4.4	1.36	28
2018	特許	5.8	0.75	3.8	1.17	12
2021	求新	6.2	0.75	4.4	1.36	20
2027	歡慶	6.8	0.75	6	0.63	0
2040	清明	5.2	0.75	3	1.1	24
2048	不懈	5.8	0.75	4.6	1.2	24
2049	調和	5.2	0.75	3.4	1.74	25
2052	保釋	4.2	0.75	3.6	1.62	0
2054	積極性	6.2	0.75	5.4	1.74	29
2074	忠貞	6.2	0.75	4.2	1.47	22
2080	豁免	5.2	0.75	4.6	1.2	5
2094	出名	6.2	0.75	4.8	1.94	47
2095	可信	5.8	0.75	3.6	1.36	11
2104	旗開得勝	7.2	0.75	5.8	1.47	7
2106	正確性	5.8	0.75	3.4	1.02	18
2117	得力	5.8	0.75	3.8	1.33	26
2118	行善	6.8	0.75	4.2	0.98	23
2140	真愛	6.8	0.75	4.8	0.98	20
2146	分工合作	6.2	0.75	4.6	1.5	28
2147	打趣	5.8	0.75	4.2	1.6	16
2149	義不容辭	6.2	0.75	6.2	0.75	6
2191	耐性	5.2	0.75	3.6	1.85	38
2201	機智	6.2	0.75	4.2	1.17	14
2235	避免	4.2	0.75	3.8	1.17	862
2243	緊急	3.8	0.75	5.6	1.5	206
2258	排除	4.2	0.75	4.4	1.2	149
2285	拆除	3.8	0.75	4.8	0.98	152
2291	刑事	4.2	0.75	4.6	0.49	43
2292	武力	3.8	0.75	5.2	1.17	144
2294	退出	4.2	0.75	4	0.89	105
2295	被告	3.8	0.75	3.8	1.47	118
2302	強制	4.2	0.75	6.2	0.75	52
2308	命令	4.2	0.75	5.4	0.8	124
2317	武裝	4.2	0.75	4	1.26	47
2318	不如	4.2	0.75	3.4	0.8	236
2327	複雜	4.2	0.75	4	1.26	563
2331	阻止	4.2	0.75	4.8	1.17	115
2341	火災	3.2	0.75	5.8	1.17	71
2342	脫離	4.2	0.75	4.6	1.36	163
2349	輻射	3.2	0.75	4.8	2.23	98
2350	恐怕	3.8	0.75	5	0.89	398
2363	意圖	4.2	0.75	3.8	1.47	64
2364	終止	4.2	0.75	4.6	1.36	79
2373	分離	4.2	0.75	4	1.26	122
2374	代價	4.2	0.75	3.8	1.47	210
2387	推翻	4.2	0.75	5.2	1.72	62
2388	對付	3.8	0.75	4.8	0.98	78
2389	轟炸	3.8	0.75	6	0.63	59
2392	打壓	3.2	0.75	6	1.1	40
2393	過多	3.8	0.75	4.4	1.2	64
2398	阻礙	3.8	0.75	4.6	0.8	80
2401	倒塌	3.2	0.75	5.4	0.8	8
2402	申訴	4.2	0.75	4	1.67	107
2403	不予	4.2	0.75	3.4	1.36	50
2405	加重	3.8	0.75	4.4	1.02	63
2407	否決	3.8	0.75	5.2	1.33	30
2409	弊端	2.8	0.75	5.4	1.36	57
2411	敦促	5.2	0.75	3.6	1.2	10
2418	違建	3.2	0.75	4.8	1.17	57
2434	神經	4.2	0.75	4.2	1.83	184
2435	拖延	4.2	0.75	5	1.26	48
2438	故意	3.8	0.75	5	1.1	216
2439	殺人	1.8	0.75	7.2	1.33	23
2445	傾銷	3.8	0.75	5.4	0.49	9
2455	垃圾場	3.8	0.75	3.6	1.62	76
2456	不顧	3.8	0.75	4.4	0.8	94
2461	超出	4.2	0.75	5.2	0.75	51
2471	抹黑	3.2	0.75	5.4	1.02	15
2472	包圍	4.2	0.75	5	0.63	52
2475	不成	3.8	0.75	3.4	0.8	55
2482	模糊	4.2	0.75	3.6	1.2	137
2492	傾倒	3.8	0.75	4.8	0.98	63
2493	迫切	3.8	0.75	5.2	1.17	70
2501	癱瘓	2.8	0.75	5.6	1.5	30
2505	倒閉	2.8	0.75	5.6	1.62	40
2511	控訴	3.2	0.75	5.4	1.2	27
2515	差別	4.2	0.75	3.4	1.02	211
2520	乾旱	3.2	0.75	4.6	1.85	16
2538	淪為	3.8	0.75	4.8	0.75	85
2539	分開	3.8	0.75	5	0.63	121
2546	分割	3.8	0.75	5.4	1.62	61
2548	陰謀	3.2	0.75	5.4	1.5	28
2552	崩潰	2.8	0.75	6.8	1.17	64
2568	避開	4.2	0.75	4.8	0.98	88
2586	地雷	3.2	0.75	5	1.9	9
2592	埋伏	3.8	0.75	4.8	1.17	39
2609	兇手	2.2	0.75	6	1.1	9
2611	發作	4.2	0.75	5.8	0.75	92
2614	戰役	4.2	0.75	4.6	1.85	28
2617	極度	4.2	0.75	6.2	1.47	74
2624	停滯	3.8	0.75	3.8	0.98	33
2628	嚴懲	2.8	0.75	6.6	1.02	8
2640	阻塞	4.2	0.75	5	1.1	61
2643	撤退	3.8	0.75	5.2	1.17	32
2648	滲透	4.2	0.75	3.6	0.8	38
2655	炸藥	3.2	0.75	5	1.67	9
2660	暗殺	1.8	0.75	6	0	14
2669	大屠殺	1.8	0.75	7.2	0.98	23
2679	清算	3.8	0.75	5.6	1.36	10
2690	不休	4.2	0.75	3.8	1.47	45
2692	壓倒性	5.2	0.75	6.2	1.6	10
2705	灼傷	3.2	0.75	5.2	0.98	0
2707	切斷	4.2	0.75	5	0.63	44
2709	盲目	3.8	0.75	4.2	1.47	72
2724	屈服	3.8	0.75	4.6	1.02	26
2740	殖民地	4.2	0.75	3.2	0.98	54
2741	暗中	4.2	0.75	3.2	0.98	39
2748	生變	3.8	0.75	4	1.79	0
2755	擠滿	4.2	0.75	3.6	1.96	46
2763	麻醉	4.2	0.75	3.2	1.17	83
2767	訝異	3.8	0.75	5	1.41	45
2770	近視	4.2	0.75	2.6	1.5	20
2790	野心	5.2	0.75	5.4	1.36	69
2791	背信	3.2	0.75	6.2	0.75	8
2793	牽制	3.8	0.75	5.2	0.75	26
2795	殺人罪	1.8	0.75	6.8	0.98	0
2802	突襲	3.8	0.75	5.2	1.17	6
8	不宜	3.8	0.748	4.4	1.356	133
12	不知所措	3.2	0.748	6.2	1.327	31
25	不滿	3.2	0.748	6.4	0.8	349
33	肯定	6.8	0.748	6	0.632	669
39	無力	3.2	0.748	3.6	1.96	75
47	過分	2.8	0.748	6.8	0.4	49
54	豐富	6.8	0.748	5.6	1.02	674
55	願意	6.8	0.748	5	1.414	879
57	分享	6.8	0.748	4.6	1.02	262
63	打	3.2	0.748	6.6	0.8	1448
65	成功	8.2	0.748	6.6	0.49	0
71	抱	5.8	0.748	5.2	1.6	219
73	信任	7.8	0.748	5.8	1.47	207
82	答應	5.8	0.748	5	1.897	234
84	愛	8.2	0.748	5.4	2.939	1553
105	下流	2.2	0.748	7.6	1.2	7
108	白目	2.2	0.748	7.2	1.166	0
109	白癡	2.2	0.748	7.4	1.02	5
111	垃圾	2.2	0.748	7.4	1.02	532
118	媽的	2.2	0.748	7.6	1.02	0
123	賤貨	1.8	0.748	8.2	0.748	0
125	蕩婦	1.8	0.748	7.8	0.98	0
128	爛貨	2.2	0.748	6.8	1.72	0
132	仇恨	2.2	0.748	7.8	0.748	34
145	批評	3.2	0.748	7.6	0.49	242
146	抗議	3.2	0.748	7.8	0.748	332
154	朋友	6.8	0.748	4.2	1.166	1818
156	爭論	3.8	0.748	6.6	0.8	31
161	冒犯	3.2	0.748	7	0.894	12
168	甜心	6.8	0.748	6	1.414	0
174	開玩笑	6.2	0.748	5.2	1.166	105
183	駁斥	2.8	0.748	7.2	0.4	11
226	下定決心	6.2	0.748	6.8	1.6	30
227	口吃	3.8	0.748	4	1.673	19
232	小偷	3.2	0.748	5.6	1.497	28
242	仁慈	7.8	0.748	5.2	2.638	7
247	元兇	2.2	0.748	6.4	1.96	0
253	分歧	3.2	0.748	5.6	1.625	41
254	分紅	6.2	0.748	4.4	1.625	6
267	天資	5.8	0.748	4.4	1.744	25
271	引誘	3.8	0.748	6.4	1.02	43
279	心碎	2.2	0.748	8	0.894	12
280	心酸	2.8	0.748	6.8	1.47	16
285	世仇	1.8	0.748	8.2	0.4	5
287	仔細	6.2	0.748	3.8	1.166	374
290	功勞	6.8	0.748	5.4	1.96	0
302	可靠	6.8	0.748	5.2	1.327	91
320	打擊	4.2	0.748	6.8	1.327	137
323	末日	1.8	0.748	6.8	2.227	12
325	生命力	6.8	0.748	5.8	1.166	105
343	光亮	5.8	0.748	4.6	1.625	21
355	好笑	6.2	0.748	6.4	0.8	86
359	妄想	3.2	0.748	6	1.414	14
362	安寧	6.2	0.748	2.8	1.327	58
380	死人	2.2	0.748	7	1.414	31
381	死亡	2.2	0.748	6.8	1.47	397
